graph	algo	size	time	opt	seed	mem
ISPD98_ibm11.hgr.random100	rbmatching	19660	708.53	1	203	396500
ISPD98_ibm11.hgr.random100	rbmatching	19660	708.58	1	1002	396500
sat14_E02F22.cnf.primal.hgr.random100	rbmatching	594	10.8359	1	1	447836
sat14_E02F22.cnf.primal.hgr.random100	rbmatching	594	10.6518	1	21	447836
sat14_E02F22.cnf.primal.hgr.random100	rbmatching	594	10.7489	1	203	446508
sat14_E02F22.cnf.primal.hgr.random100	rbmatching	594	10.6522	1	1002	447832
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rbmatching	91911	344.631	1	1	876572
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rbmatching	91911	344.198	1	203	877184
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rbmatching	91911	345.677	1	21	877188
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rbmatching	91911	346.594	1	1002	876668
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rbmatching	166047	25.741	1	1	374784
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rbmatching	166047	25.7947	1	21	373760
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rbmatching	166047	25.8074	1	203	374784
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rbmatching	166047	25.5543	1	1002	374784
dac2012_superblue11.hgr.random100	rbmatching	260445	1319.29	1	1	667392
dac2012_superblue11.hgr.random100	rbmatching	260445	1320.21	1	203	665868
dac2012_superblue11.hgr.random100	rbmatching	260445	1319.63	1	1002	667948
dac2012_superblue11.hgr.random100	rbmatching	260445	1323.57	1	21	667876
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rbmatching	484565	36.078	1	1	782480
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rbmatching	32017	0.8855	1	1	56320
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rbmatching	484565	36.4484	1	21	781804
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rbmatching	32017	0.89247	1	21	56320
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rbmatching	484565	36.5102	1	203	781372
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rbmatching	32017	0.88527	1	203	56320
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rbmatching	484565	36.3345	1	1002	781836
