graph	algo	size	time	opt	seed	mem
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rstruction	131168	3606.19	0	1	1709868
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rstruction	131168	3606.2	0	21	1709556
shermanACb.mtx.hgr.random100.rendered	rstruction	1912	0.03591	1	1	9216
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rstruction	131168	3606.08	0	203	1710380
shermanACb.mtx.hgr.random100.rendered	rstruction	1912	0.03055	1	21	9216
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rstruction	131168	3606.1	0	1002	1709868
shermanACb.mtx.hgr.random100.rendered	rstruction	1912	0.02981	1	203	9216
shermanACb.mtx.hgr.random100.rendered	rstruction	1912	0.03039	1	1002	9216
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rstruction	484001	3608.92	0	1	1154456
soc-sign-epinions.mtx.hgr.random100	rstruction	70473	0.19427	1	1	43008
soc-sign-epinions.mtx.hgr.random100	rstruction	70473	0.19759	1	21	43008
soc-sign-epinions.mtx.hgr.random100	rstruction	70473	0.19751	1	203	43008
soc-sign-epinions.mtx.hgr.random100	rstruction	70473	0.19817	1	1002	43008
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rstruction	7556	0.35161	1	1	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rstruction	7556	0.32605	1	21	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rstruction	7556	0.33523	1	203	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rstruction	7556	0.33507	1	1002	29696
sls.mtx.hgr.random100	rstruction	54721	19.9094	1	1	375544
sls.mtx.hgr.random100	rstruction	54721	20.636	1	21	375548
sls.mtx.hgr.random100	rstruction	54721	20.2222	1	203	375548
sls.mtx.hgr.random100	rstruction	54721	20.8207	1	1002	375548
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rstruction	484399	3608.78	0	21	1154220
sat14_UCG-15-10p1.cnf.hgr.random100	rstruction	142999	3601.16	0	1	1950308
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rstruction	484007	3608.81	0	203	1154740
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	rstruction	484003	3608.88	0	1002	1155012
sat14_UCG-15-10p1.cnf.hgr.random100	rstruction	142894	3601.62	0	21	4423760
sat14_UCG-15-10p1.cnf.hgr.random100	rstruction	143003	3601.57	0	203	4187252
sat14_UCG-15-10p1.cnf.hgr.random100	rstruction	142776	3601.69	0	1002	4723016
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rstruction	36605	3601.65	0	1	578352
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rstruction	36602	3601.61	0	21	577476
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rstruction	36605	3601.29	0	203	577980
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rstruction	36601	3601.1	0	1002	580052
