graph	 seed	 red_n	 red_m	 time	 reduction
sat14_6s130-opt.cnf.hgr.random100	203	13012	0	0.04843	unconfined
sat14_6s130-opt.cnf.hgr.random100	1002	0	108927	0.00307	edge_size
sat14_6s130-opt.cnf.hgr.random100	1002	73859	26276	0.02700	node_degree_one
sat14_6s130-opt.cnf.hgr.random100	1002	0	15	0.01226	edge_domination
sat14_6s130-opt.cnf.hgr.random100	1002	47	0	0.00813	fast_node_domination
sat14_6s130-opt.cnf.hgr.random100	1002	5679	1914	0.03970	node_domination
sat14_6s130-opt.cnf.hgr.random100	1002	434	154	0.01089	twin
sat14_6s130-opt.cnf.hgr.random100	1002	13012	0	0.04832	unconfined
sat14_6s130-opt.cnf.primal.hgr.random100	1	0	21927	0.00165	edge_size
sat14_6s130-opt.cnf.primal.hgr.random100	1	14111	3349	0.00384	node_degree_one
sat14_6s130-opt.cnf.primal.hgr.random100	1	0	98320	0.01467	edge_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1	50	0	0.00457	fast_node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1	2422	51	0.02160	node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1	45	21	0.00846	twin
sat14_6s130-opt.cnf.primal.hgr.random100	1	12112	0	0.08932	unconfined
sat14_6s130-opt.cnf.primal.hgr.random100	21	0	21927	0.00167	edge_size
sat14_6s130-opt.cnf.primal.hgr.random100	21	14111	3349	0.00395	node_degree_one
sat14_6s130-opt.cnf.primal.hgr.random100	21	0	98320	0.01467	edge_domination
sat14_6s130-opt.cnf.primal.hgr.random100	21	50	0	0.00470	fast_node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	21	2422	51	0.02258	node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	21	45	21	0.00891	twin
sat14_6s130-opt.cnf.primal.hgr.random100	21	12112	0	0.09023	unconfined
sat14_6s130-opt.cnf.primal.hgr.random100	203	0	21927	0.00166	edge_size
sat14_6s130-opt.cnf.primal.hgr.random100	203	14111	3349	0.00391	node_degree_one
sat14_6s130-opt.cnf.primal.hgr.random100	203	0	98320	0.01447	edge_domination
sat14_6s130-opt.cnf.primal.hgr.random100	203	50	0	0.00492	fast_node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	203	2422	51	0.02204	node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	203	45	21	0.00845	twin
sat14_6s130-opt.cnf.primal.hgr.random100	203	12112	0	0.08893	unconfined
sat14_6s130-opt.cnf.primal.hgr.random100	1002	0	21927	0.00165	edge_size
sat14_6s130-opt.cnf.primal.hgr.random100	1002	14111	3349	0.00393	node_degree_one
sat14_6s130-opt.cnf.primal.hgr.random100	1002	0	98320	0.01480	edge_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1002	50	0	0.00460	fast_node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1002	2422	51	0.02170	node_domination
sat14_6s130-opt.cnf.primal.hgr.random100	1002	45	21	0.00847	twin
sat14_6s130-opt.cnf.primal.hgr.random100	1002	12112	0	0.08944	unconfined
sat14_6s133.cnf.primal.hgr.random100	1	0	20408	0.00125	edge_size
sat14_6s133.cnf.primal.hgr.random100	1	11067	1930	0.00255	node_degree_one
sat14_6s133.cnf.primal.hgr.random100	1	0	96426	0.01409	edge_domination
sat14_6s133.cnf.primal.hgr.random100	1	66	0	0.00448	fast_node_domination
sat14_6s133.cnf.primal.hgr.random100	1	2455	54	0.01952	node_domination
sat14_6s133.cnf.primal.hgr.random100	1	15	7	0.00802	twin
sat14_6s133.cnf.primal.hgr.random100	1	12617	0	0.09147	unconfined
sat14_6s133.cnf.primal.hgr.random100	21	0	20408	0.00126	edge_size
sat14_6s133.cnf.primal.hgr.random100	21	11067	1930	0.00247	node_degree_one
sat14_6s133.cnf.primal.hgr.random100	21	0	96426	0.01361	edge_domination
sat14_6s133.cnf.primal.hgr.random100	21	66	0	0.00449	fast_node_domination
sat14_6s133.cnf.primal.hgr.random100	21	2455	54	0.01973	node_domination
sat14_6s133.cnf.primal.hgr.random100	21	15	7	0.00812	twin
sat14_6s133.cnf.primal.hgr.random100	21	12617	0	0.09187	unconfined
sat14_6s133.cnf.primal.hgr.random100	203	0	20408	0.00125	edge_size
sat14_6s133.cnf.primal.hgr.random100	203	11067	1930	0.00247	node_degree_one
sat14_6s133.cnf.primal.hgr.random100	203	0	96426	0.01369	edge_domination
sat14_6s133.cnf.primal.hgr.random100	203	66	0	0.00448	fast_node_domination
sat14_6s133.cnf.primal.hgr.random100	203	2455	54	0.01967	node_domination
sat14_6s133.cnf.primal.hgr.random100	203	15	7	0.00840	twin
sat14_6s133.cnf.primal.hgr.random100	203	12617	0	0.09153	unconfined
sat14_6s133.cnf.primal.hgr.random100	1002	0	20408	0.00123	edge_size
sat14_6s133.cnf.primal.hgr.random100	1002	11067	1930	0.00245	node_degree_one
sat14_6s133.cnf.primal.hgr.random100	1002	0	96426	0.01404	edge_domination
sat14_6s133.cnf.primal.hgr.random100	1002	66	0	0.00443	fast_node_domination
sat14_6s133.cnf.primal.hgr.random100	1002	2455	54	0.01965	node_domination
sat14_6s133.cnf.primal.hgr.random100	1002	15	7	0.00821	twin
sat14_6s133.cnf.primal.hgr.random100	1002	12617	0	0.09244	unconfined
sat14_6s16.cnf.primal.hgr.random100	1	0	11029	0.00112	edge_size
sat14_6s16.cnf.primal.hgr.random100	1	7228	1804	0.00192	node_degree_one
sat14_6s16.cnf.primal.hgr.random100	1	0	62702	0.01167	edge_domination
sat14_6s16.cnf.primal.hgr.random100	1	32	0	0.00281	fast_node_domination
sat14_6s16.cnf.primal.hgr.random100	1	1981	93	0.01313	node_domination
sat14_6s16.cnf.primal.hgr.random100	1	53	24	0.00550	twin
sat14_6s16.cnf.primal.hgr.random100	1	6396	0	0.09314	unconfined
sat14_6s16.cnf.primal.hgr.random100	21	0	11029	0.00079	edge_size
sat14_6s16.cnf.primal.hgr.random100	21	7228	1804	0.00174	node_degree_one
sat14_6s16.cnf.primal.hgr.random100	21	0	62702	0.00846	edge_domination
sat14_6s16.cnf.primal.hgr.random100	21	32	0	0.00267	fast_node_domination
sat14_6s16.cnf.primal.hgr.random100	21	1981	93	0.01260	node_domination
sat14_6s16.cnf.primal.hgr.random100	21	53	24	0.00548	twin
sat14_6s16.cnf.primal.hgr.random100	21	6396	0	0.09286	unconfined
sat14_6s16.cnf.primal.hgr.random100	203	0	11029	0.00081	edge_size
sat14_6s16.cnf.primal.hgr.random100	203	7228	1804	0.00173	node_degree_one
sat14_6s16.cnf.primal.hgr.random100	203	0	62702	0.00852	edge_domination
sat14_6s16.cnf.primal.hgr.random100	203	32	0	0.00278	fast_node_domination
sat14_6s16.cnf.primal.hgr.random100	203	1981	93	0.01294	node_domination
sat14_6s16.cnf.primal.hgr.random100	203	53	24	0.00553	twin
sat14_6s16.cnf.primal.hgr.random100	203	6396	0	0.09230	unconfined
sat14_6s16.cnf.primal.hgr.random100	1002	0	11029	0.00112	edge_size
sat14_6s16.cnf.primal.hgr.random100	1002	7228	1804	0.00184	node_degree_one
sat14_6s16.cnf.primal.hgr.random100	1002	0	62702	0.00865	edge_domination
sat14_6s16.cnf.primal.hgr.random100	1002	32	0	0.00272	fast_node_domination
sat14_6s16.cnf.primal.hgr.random100	1002	1981	93	0.01260	node_domination
sat14_6s16.cnf.primal.hgr.random100	1002	53	24	0.00547	twin
sat14_6s16.cnf.primal.hgr.random100	1002	6396	0	0.09294	unconfined
sat14_6s184.cnf.hgr.random100	1	0	70608	0.00169	edge_size
sat14_6s184.cnf.hgr.random100	1	38123	11236	0.01041	node_degree_one
sat14_6s184.cnf.hgr.random100	1	0	5	0.00758	edge_domination
sat14_6s184.cnf.hgr.random100	1	18	0	0.00519	fast_node_domination
sat14_6s184.cnf.hgr.random100	1	4677	1587	0.02418	node_domination
sat14_6s184.cnf.hgr.random100	1	294	96	0.00927	twin
sat14_6s184.cnf.hgr.random100	1	12638	0	0.07312	unconfined
sat14_6s184.cnf.hgr.random100	21	0	70608	0.00165	edge_size
sat14_6s184.cnf.hgr.random100	21	38123	11236	0.01051	node_degree_one
sat14_6s184.cnf.hgr.random100	21	0	5	0.00771	edge_domination
sat14_6s184.cnf.hgr.random100	21	18	0	0.00517	fast_node_domination
sat14_6s184.cnf.hgr.random100	21	4677	1587	0.02526	node_domination
sat14_6s184.cnf.hgr.random100	21	294	96	0.00938	twin
sat14_6s184.cnf.hgr.random100	21	12638	0	0.07335	unconfined
sat14_6s184.cnf.hgr.random100	203	0	70608	0.00166	edge_size
sat14_6s184.cnf.hgr.random100	203	38123	11236	0.01056	node_degree_one
sat14_6s184.cnf.hgr.random100	203	0	5	0.00754	edge_domination
sat14_6s184.cnf.hgr.random100	203	18	0	0.00509	fast_node_domination
sat14_6s184.cnf.hgr.random100	203	4677	1587	0.02450	node_domination
sat14_6s184.cnf.hgr.random100	203	294	96	0.00926	twin
sat14_6s184.cnf.hgr.random100	203	12638	0	0.07262	unconfined
sat14_6s184.cnf.hgr.random100	1002	0	70608	0.00165	edge_size
sat14_6s184.cnf.hgr.random100	1002	38123	11236	0.01076	node_degree_one
sat14_6s184.cnf.hgr.random100	1002	0	5	0.00756	edge_domination
sat14_6s184.cnf.hgr.random100	1002	18	0	0.00503	fast_node_domination
sat14_6s184.cnf.hgr.random100	1002	4677	1587	0.02404	node_domination
sat14_6s184.cnf.hgr.random100	1002	294	96	0.00928	twin
sat14_6s184.cnf.hgr.random100	1002	12638	0	0.07272	unconfined
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	0	0	0.00321	edge_size
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	190139	13149	0.09955	node_degree_one
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	0	0	0.07290	edge_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	405269	0	0.45263	fast_node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	0	0	1.33343	node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	0	0	0.55593	twin
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1	95	0	1.85830	unconfined
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	0	0	0.00317	edge_size
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	190139	13149	0.09988	node_degree_one
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	0	0	0.07351	edge_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	405269	0	0.45023	fast_node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	0	0	1.33900	node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	0	0	0.55828	twin
sat14_ACG-20-10p1.cnf.dual.hgr.random100	21	95	0	1.85181	unconfined
sat14_AProVE07-27.cnf.dual.hgr.random100	1	0	3250	0.00019	edge_size
sat14_AProVE07-27.cnf.dual.hgr.random100	1	3348	599	0.01143	node_degree_one
sat14_AProVE07-27.cnf.dual.hgr.random100	1	0	21	0.00624	edge_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1	12330	0	0.05070	fast_node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1	79	4	0.11005	node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1	24	12	0.02247	twin
sat14_AProVE07-27.cnf.dual.hgr.random100	1	8916	0	2.57844	unconfined
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	0	0	0.00316	edge_size
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	190139	13149	0.10807	node_degree_one
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	0	0	0.07333	edge_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	405269	0	0.46151	fast_node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	0	0	1.32743	node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	0	0	0.55379	twin
sat14_ACG-20-10p1.cnf.dual.hgr.random100	203	95	0	1.85037	unconfined
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	0	0	0.00336	edge_size
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	190139	13149	0.10680	node_degree_one
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	0	0	0.07162	edge_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	405269	0	0.45184	fast_node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	0	0	1.33535	node_domination
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	0	0	0.55503	twin
sat14_ACG-20-10p1.cnf.dual.hgr.random100	1002	95	0	1.86026	unconfined
sat14_AProVE07-27.cnf.dual.hgr.random100	21	0	3250	0.00033	edge_size
sat14_AProVE07-27.cnf.dual.hgr.random100	21	3348	599	0.01022	node_degree_one
sat14_AProVE07-27.cnf.dual.hgr.random100	21	0	21	0.00441	edge_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	21	12330	0	0.04531	fast_node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	21	79	4	0.11047	node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	21	24	12	0.02241	twin
sat14_AProVE07-27.cnf.dual.hgr.random100	21	8916	0	2.54251	unconfined
sat14_AProVE07-27.cnf.dual.hgr.random100	203	0	3250	0.00019	edge_size
sat14_AProVE07-27.cnf.dual.hgr.random100	203	3348	599	0.01129	node_degree_one
sat14_AProVE07-27.cnf.dual.hgr.random100	203	0	21	0.00624	edge_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	203	12330	0	0.04737	fast_node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	203	79	4	0.11011	node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	203	24	12	0.02016	twin
sat14_AProVE07-27.cnf.dual.hgr.random100	203	8916	0	2.57121	unconfined
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	0	3250	0.00019	edge_size
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	3348	599	0.01112	node_degree_one
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	0	21	0.00623	edge_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	12330	0	0.04890	fast_node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	79	4	0.11042	node_domination
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	24	12	0.02229	twin
sat14_AProVE07-27.cnf.dual.hgr.random100	1002	8916	0	2.54786	unconfined
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	0	2588	0.00012	edge_size
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	3944	498	0.00333	node_degree_one
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	0	46	0.00303	edge_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	35162	0	0.80939	fast_node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	629	1	1.66471	node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	0	0	0.35887	twin
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1	49999	0	3.72988	unconfined
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	0	2588	0.00012	edge_size
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	3944	498	0.00350	node_degree_one
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	0	46	0.00302	edge_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	35162	0	0.81035	fast_node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	629	1	1.66296	node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	0	0	0.35884	twin
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	21	49999	0	3.73538	unconfined
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	0	2	0.00054	edge_size
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	5	1	0.00159	node_degree_one
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	0	0	0.01768	edge_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	50814	0	0.09675	fast_node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	0	0	1.07417	node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	0	0	0.09351	twin
sat14_bob12m09-opt.cnf.dual.hgr.random100	1	44	0	1.89739	unconfined
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	0	2588	0.00012	edge_size
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	3944	498	0.00331	node_degree_one
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	0	46	0.00294	edge_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	35162	0	0.81966	fast_node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	629	1	1.66890	node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	0	0	0.30804	twin
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	203	49999	0	3.68500	unconfined
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	0	2	0.00053	edge_size
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	5	1	0.00157	node_degree_one
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	0	0	0.01777	edge_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	50814	0	0.09696	fast_node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	0	0	1.06181	node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	0	0	0.09780	twin
sat14_bob12m09-opt.cnf.dual.hgr.random100	21	44	0	1.83696	unconfined
sat14_dated-10-11-u.cnf.hgr.random100	1	0	477316	0.01037	edge_size
sat14_dated-10-11-u.cnf.hgr.random100	1	117123	42021	0.03656	node_degree_one
sat14_dated-10-11-u.cnf.hgr.random100	1	0	0	0.03920	edge_domination
sat14_dated-10-11-u.cnf.hgr.random100	1	12000	0	0.01867	fast_node_domination
sat14_dated-10-11-u.cnf.hgr.random100	1	85620	21020	0.12846	node_domination
sat14_dated-10-11-u.cnf.hgr.random100	1	0	0	0.03309	twin
sat14_dated-10-11-u.cnf.hgr.random100	1	42000	0	0.05315	unconfined
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	0	2	0.00052	edge_size
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	5	1	0.00156	node_degree_one
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	0	0	0.01770	edge_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	50814	0	0.09685	fast_node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	0	0	1.06424	node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	0	0	0.09202	twin
sat14_bob12m09-opt.cnf.dual.hgr.random100	203	44	0	1.83592	unconfined
sat14_dated-10-11-u.cnf.hgr.random100	21	0	477316	0.01052	edge_size
sat14_dated-10-11-u.cnf.hgr.random100	21	117123	42021	0.03538	node_degree_one
sat14_dated-10-11-u.cnf.hgr.random100	21	0	0	0.03860	edge_domination
sat14_dated-10-11-u.cnf.hgr.random100	21	12000	0	0.01862	fast_node_domination
sat14_dated-10-11-u.cnf.hgr.random100	21	85620	21020	0.12784	node_domination
sat14_dated-10-11-u.cnf.hgr.random100	21	0	0	0.03267	twin
sat14_dated-10-11-u.cnf.hgr.random100	21	42000	0	0.05250	unconfined
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	0	2588	0.00012	edge_size
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	3944	498	0.00345	node_degree_one
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	0	46	0.00301	edge_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	35162	0	0.81648	fast_node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	629	1	1.67348	node_domination
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	0	0	0.30330	twin
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	1002	49999	0	3.75300	unconfined
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	0	2	0.00052	edge_size
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	5	1	0.00156	node_degree_one
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	0	0	0.01797	edge_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	50814	0	0.09705	fast_node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	0	0	1.06549	node_domination
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	0	0	0.09272	twin
sat14_bob12m09-opt.cnf.dual.hgr.random100	1002	44	0	1.86241	unconfined
sat14_dated-10-11-u.cnf.hgr.random100	203	0	477316	0.01036	edge_size
sat14_dated-10-11-u.cnf.hgr.random100	203	117123	42021	0.03494	node_degree_one
sat14_dated-10-11-u.cnf.hgr.random100	203	0	0	0.03865	edge_domination
sat14_dated-10-11-u.cnf.hgr.random100	203	12000	0	0.01908	fast_node_domination
sat14_dated-10-11-u.cnf.hgr.random100	203	85620	21020	0.12772	node_domination
sat14_dated-10-11-u.cnf.hgr.random100	203	0	0	0.03263	twin
sat14_dated-10-11-u.cnf.hgr.random100	203	42000	0	0.05202	unconfined
sat14_dated-10-11-u.cnf.hgr.random100	1002	0	477316	0.01057	edge_size
sat14_dated-10-11-u.cnf.hgr.random100	1002	117123	42021	0.03581	node_degree_one
sat14_dated-10-11-u.cnf.hgr.random100	1002	0	0	0.03863	edge_domination
sat14_dated-10-11-u.cnf.hgr.random100	1002	12000	0	0.01924	fast_node_domination
sat14_dated-10-11-u.cnf.hgr.random100	1002	85620	21020	0.13365	node_domination
sat14_dated-10-11-u.cnf.hgr.random100	1002	0	0	0.03254	twin
sat14_dated-10-11-u.cnf.hgr.random100	1002	42000	0	0.05213	unconfined
sat14_dated-10-17-u.cnf.hgr.random100	1	0	760342	0.01681	edge_size
sat14_dated-10-17-u.cnf.hgr.random100	1	186543	66941	0.05595	node_degree_one
sat14_dated-10-17-u.cnf.hgr.random100	1	0	0	0.08579	edge_domination
sat14_dated-10-17-u.cnf.hgr.random100	1	19120	0	0.03305	fast_node_domination
sat14_dated-10-17-u.cnf.hgr.random100	1	136350	33480	0.24105	node_domination
sat14_dated-10-17-u.cnf.hgr.random100	1	0	0	0.06113	twin
sat14_dated-10-17-u.cnf.hgr.random100	1	66920	0	0.09705	unconfined
sat14_dated-10-17-u.cnf.hgr.random100	21	0	760342	0.01755	edge_size
sat14_dated-10-17-u.cnf.hgr.random100	21	186543	66941	0.05580	node_degree_one
sat14_dated-10-17-u.cnf.hgr.random100	21	0	0	0.08518	edge_domination
sat14_dated-10-17-u.cnf.hgr.random100	21	19120	0	0.03184	fast_node_domination
sat14_dated-10-17-u.cnf.hgr.random100	21	136350	33480	0.23666	node_domination
sat14_dated-10-17-u.cnf.hgr.random100	21	0	0	0.06108	twin
sat14_dated-10-17-u.cnf.hgr.random100	21	66920	0	0.09633	unconfined
sat14_dated-10-17-u.cnf.hgr.random100	203	0	760342	0.01782	edge_size
sat14_dated-10-17-u.cnf.hgr.random100	203	186543	66941	0.05518	node_degree_one
sat14_dated-10-17-u.cnf.hgr.random100	203	0	0	0.08428	edge_domination
sat14_dated-10-17-u.cnf.hgr.random100	203	19120	0	0.03230	fast_node_domination
sat14_dated-10-17-u.cnf.hgr.random100	203	136350	33480	0.23496	node_domination
sat14_dated-10-17-u.cnf.hgr.random100	203	0	0	0.06036	twin
sat14_dated-10-17-u.cnf.hgr.random100	203	66920	0	0.09733	unconfined
sat14_dated-10-17-u.cnf.hgr.random100	1002	0	760342	0.01663	edge_size
sat14_dated-10-17-u.cnf.hgr.random100	1002	186543	66941	0.05829	node_degree_one
sat14_dated-10-17-u.cnf.hgr.random100	1002	0	0	0.08584	edge_domination
sat14_dated-10-17-u.cnf.hgr.random100	1002	19120	0	0.03259	fast_node_domination
sat14_dated-10-17-u.cnf.hgr.random100	1002	136350	33480	0.24066	node_domination
sat14_dated-10-17-u.cnf.hgr.random100	1002	0	0	0.06041	twin
sat14_dated-10-17-u.cnf.hgr.random100	1002	66920	0	0.09652	unconfined
sat14_E02F22.cnf.primal.hgr.random100	1	0	155	0.00749	edge_size
sat14_E02F22.cnf.primal.hgr.random100	1	0	0	0.00012	node_degree_one
sat14_E02F22.cnf.primal.hgr.random100	1	0	1230128	3.06795	edge_domination
sat14_E02F22.cnf.primal.hgr.random100	1	0	0	0.00603	fast_node_domination
sat14_E02F22.cnf.primal.hgr.random100	1	4	0	0.01823	node_domination
sat14_E02F22.cnf.primal.hgr.random100	1	0	0	0.04006	twin
sat14_E02F22.cnf.primal.hgr.random100	1	120	0	0.12846	unconfined
sat14_E02F22.cnf.primal.hgr.random100	21	0	155	0.00747	edge_size
sat14_E02F22.cnf.primal.hgr.random100	21	0	0	0.00012	node_degree_one
sat14_E02F22.cnf.primal.hgr.random100	21	0	1230128	3.45698	edge_domination
sat14_E02F22.cnf.primal.hgr.random100	21	0	0	0.00599	fast_node_domination
sat14_E02F22.cnf.primal.hgr.random100	21	4	0	0.01812	node_domination
sat14_E02F22.cnf.primal.hgr.random100	21	0	0	0.03917	twin
sat14_E02F22.cnf.primal.hgr.random100	21	120	0	0.12850	unconfined
sat14_E02F22.cnf.primal.hgr.random100	203	0	155	0.00805	edge_size
sat14_E02F22.cnf.primal.hgr.random100	203	0	0	0.00011	node_degree_one
sat14_E02F22.cnf.primal.hgr.random100	203	0	1230128	3.02321	edge_domination
sat14_E02F22.cnf.primal.hgr.random100	203	0	0	0.00600	fast_node_domination
sat14_E02F22.cnf.primal.hgr.random100	203	4	0	0.01792	node_domination
sat14_E02F22.cnf.primal.hgr.random100	203	0	0	0.04007	twin
sat14_E02F22.cnf.primal.hgr.random100	203	120	0	0.12952	unconfined
sat14_E02F22.cnf.primal.hgr.random100	1002	0	155	0.00752	edge_size
sat14_E02F22.cnf.primal.hgr.random100	1002	0	0	0.00011	node_degree_one
sat14_E02F22.cnf.primal.hgr.random100	1002	0	1230128	3.05552	edge_domination
sat14_E02F22.cnf.primal.hgr.random100	1002	0	0	0.00599	fast_node_domination
sat14_E02F22.cnf.primal.hgr.random100	1002	4	0	0.01831	node_domination
sat14_E02F22.cnf.primal.hgr.random100	1002	0	0	0.03922	twin
sat14_E02F22.cnf.primal.hgr.random100	1002	120	0	0.12951	unconfined
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	0	76874	0.00880	edge_size
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	50611	10481	0.02227	node_degree_one
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	0	532181	0.10390	edge_domination
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	135	0	0.03793	fast_node_domination
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	34031	181	0.18402	node_domination
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	224	76	0.04816	twin
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	1	39821	0	2.46453	unconfined
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	21	0	76874	0.00899	edge_size
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	21	50611	10481	0.02192	node_degree_one
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	21	0	532181	0.10400	edge_domination
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	21	135	0	0.03825	fast_node_domination
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	21	34031	181	0.18218	node_domination
