graph	algo	size	time	opt	seed	mem
dictionary28.mtx.hgr.random100	ILP	29631	5.6493	1	1002	78436
ex19.mtx.hgr.random100	ILP	985	0.22777	1	1002	40960
fd18.mtx.hgr.random100	ILP	4104	3600.01	0	1002	847628
g7jac040sc.mtx.hgr.random100	ILP	2960	0.73413	1	1002	52064
garon2.mtx.hgr.random100	ILP	400	1.11985	1	1002	53248
IMDB.mtx.hgr.random100	ILP	138181	8.53773	1	1002	896536
ISPD98_ibm11.hgr.random100	ILP	19660	2720.22	1	1002	976784
ISPD98_ibm12.hgr.random100	ILP	19216	3600.06	0	1002	733660
kron_g500-logn16.mtx.hgr.random100.rendered	ILP	14103	5.09563	1	1002	569808
lhr14.mtx.hgr.random100	ILP	4314	0.294309	1	1002	51200
lp_pds_20.mtx.hgr.random100	ILP	14743	1.07003	1	1002	103984
m14b.mtx.hgr.random100	ILP	8710	3600.22	0	1002	986980
msc10848.mtx.hgr.random100	ILP	88	0.823673	1	1002	117760
mult_dcop_01.mtx.hgr.random100.rendered	ILP	1540	0.262869	1	1002	46364
NotreDame_actors.mtx.hgr.random100	ILP	20684	3600.1	0	1002	647052
pdb1HYS.mtx.hgr.random100	ILP	334	3600.19	0	1002	1015160
poli3.mtx.hgr.random100	ILP	3523	0.0711984	1	1002	23552
psse2.mtx.hgr.random100	ILP	3098	0.173099	1	1002	36488
rgg_n_2_18_s0.mtx.hgr.random100	ILP	19200	3600.44	0	1002	777832
sat14_6s11-opt.cnf.hgr.random100	ILP	30343	6.76633	1	1002	363392
sat14_6s12.cnf.hgr.random100	ILP	31353	16.5611	1	1002	391744
sat14_6s130-opt.cnf.hgr.random100	ILP	45782	71.7565	1	1002	593492
sat14_6s130-opt.cnf.primal.hgr.random100	ILP	18727	35.3809	1	1002	349200
sat14_6s133.cnf.primal.hgr.random100	ILP	18577	5.71251	1	1002	260684
sat14_6s16.cnf.primal.hgr.random100	ILP	11807	4.37203	1	1002	178040
sat14_6s184.cnf.hgr.random100	ILP	30630	17.9727	1	1002	382648
sat14_ACG-20-10p1.cnf.dual.hgr.random100	ILP	176389	3600.56	0	1002	4601896
sat14_AProVE07-27.cnf.dual.hgr.random100	ILP	3165	5.98376	1	1002	97060
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	ILP	7086	18.2157	1	1002	628592
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	ILP	4594	91.9857	1	1002	515164
sat14_bob12m09-opt.cnf.dual.hgr.random100	ILP	24209	19.1259	1	1002	301576
sat14_dated-10-11-u.cnf.hgr.random100	ILP	90537	119.777	1	1002	621540
